[2024-10-30 10:56:30] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-30 10:56:30] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-30 10:56:30] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-30 10:56:31] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-30 10:56:31] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-30 10:56:31] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-30 10:56:31] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790\
[2024-10-30 10:56:31] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/Christmas/
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:22] [class-ss-page.php:119] Checking Content Identical:c039b2a8f9d98a7c3ae6ffe040970e5be0ec460a===. Value: FALSE
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js
[2024-10-30 10:57:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 638
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/67221112467e6-Zl7ipr.tmp
[2024-10-30 10:57:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js?simply_static_page=350
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js?simply_static_page=350
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:103] Filesize: 929 bytes
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/67221112467e6-Zl7ipr.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/image-carousel.9399f19d95d7300cbc2e.bundle.js
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:22] [class-ss-page.php:119] Checking Content Identical:83409c70560517b998c00e110d3519f751e33e31===. Value: FALSE
[2024-10-30 10:57:22] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 300 of 638 pages/files
[2024-10-30 10:57:22] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-30 10:57:22] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-30 10:57:22] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:69] Total pages: 638; Pages remaining: 288
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/import-export-admin.js
[2024-10-30 10:57:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 638
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672211124ef2e-dHx8k4.tmp
[2024-10-30 10:57:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/import-export-admin.js?simply_static_page=351
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/import-export-admin.js?simply_static_page=351
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:103] Filesize: 15473 bytes
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/import-export-admin.js
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672211124ef2e-dHx8k4.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/import-export-admin.js
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:22] [class-ss-page.php:119] Checking Content Identical:2352f16708b26305e96f5dab4cbdfaaa53c7696f===. Value: FALSE
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/import-export-admin.min.js
[2024-10-30 10:57:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 638
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672211125ba3f-ANYfGr.tmp
[2024-10-30 10:57:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/import-export-admin.min.js?simply_static_page=352
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/import-export-admin.min.js?simply_static_page=352
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:103] Filesize: 6317 bytes
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/import-export-admin.min.js
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672211125ba3f-ANYfGr.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/import-export-admin.min.js
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:22] [class-ss-page.php:119] Checking Content Identical:146d5b3bc0cfb21a8065750e48f9acaba4f6d3e4===. Value: FALSE
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2024-10-30 10:57:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 638
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/67221112730aa-W4iQGd.tmp
[2024-10-30 10:57:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js?simply_static_page=353
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js?simply_static_page=353
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:103] Filesize: 89493 bytes
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/67221112730aa-W4iQGd.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.js
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:22] [class-ss-page.php:119] Checking Content Identical:7951a67d622a61c4dc0d40ad2499ebef87149012===. Value: FALSE
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2024-10-30 10:57:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 638
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111282c38-C7wYlG.tmp
[2024-10-30 10:57:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js?simply_static_page=354
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js?simply_static_page=354
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:103] Filesize: 36209 bytes
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111282c38-C7wYlG.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:22] [class-ss-page.php:119] Checking Content Identical:5cd7f13a9e3a08e027ad442154a7a0bd1af78fed===. Value: FALSE
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2024-10-30 10:57:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 638
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672211129486c-cKFG3a.tmp
[2024-10-30 10:57:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt?simply_static_page=355
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt?simply_static_page=355
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672211129486c-cKFG3a.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/kit-elements-defaults-editor.min.js.LICENSE.txt
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:22] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js
[2024-10-30 10:57:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 638
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672211129900e-FdTvL2.tmp
[2024-10-30 10:57:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js?simply_static_page=356
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js?simply_static_page=356
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:103] Filesize: 89948 bytes
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672211129900e-FdTvL2.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/kit-library.1f8d31888dc9d19dd031.bundle.min.js
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:22] [class-ss-page.php:119] Checking Content Identical:1060666a7ce7b2b0694dda8d9fabb5b0780613e9===. Value: FALSE
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js
[2024-10-30 10:57:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 638
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/67221112add2c-CditQf.tmp
[2024-10-30 10:57:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js?simply_static_page=357
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js?simply_static_page=357
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:103] Filesize: 232171 bytes
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/67221112add2c-CditQf.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/kit-library.ac1a4cd5deae5526ce49.bundle.js
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:22] [class-ss-page.php:119] Checking Content Identical:82bb9170b4561475a58166a79fd3efd355f77814===. Value: FALSE
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/lightbox.26bf6b6c4232d8789c0e.bundle.min.js
[2024-10-30 10:57:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 638
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/67221112bfb33-C4SErT.tmp
[2024-10-30 10:57:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/lightbox.26bf6b6c4232d8789c0e.bundle.min.js?simply_static_page=358
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/lightbox.26bf6b6c4232d8789c0e.bundle.min.js?simply_static_page=358
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:103] Filesize: 29116 bytes
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/lightbox.26bf6b6c4232d8789c0e.bundle.min.js
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/67221112bfb33-C4SErT.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/lightbox.26bf6b6c4232d8789c0e.bundle.min.js
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:22] [class-ss-page.php:119] Checking Content Identical:8dd9efc8378a623fe562423b11c2db00ecdd366f===. Value: FALSE
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/lightbox.62507767544e8d455e1b.bundle.js
[2024-10-30 10:57:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 638
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/67221112e8ede-9Igspr.tmp
[2024-10-30 10:57:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/lightbox.62507767544e8d455e1b.bundle.js?simply_static_page=359
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/lightbox.62507767544e8d455e1b.bundle.js?simply_static_page=359
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:103] Filesize: 49530 bytes
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/lightbox.62507767544e8d455e1b.bundle.js
[2024-10-30 10:57:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/67221112e8ede-9Igspr.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/lightbox.62507767544e8d455e1b.bundle.js
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:23] [class-ss-page.php:119] Checking Content Identical:1ba7b96112ccf560abec9a55c7ff7a2245a93b6c===. Value: FALSE
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/media-hints.js
[2024-10-30 10:57:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 638
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111303933-dIazd5.tmp
[2024-10-30 10:57:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/media-hints.js?simply_static_page=360
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/media-hints.js?simply_static_page=360
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:103] Filesize: 12454 bytes
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/media-hints.js
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111303933-dIazd5.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/media-hints.js
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:23] [class-ss-page.php:119] Checking Content Identical:86410b871d9562ac9286c46f031034f993e61893===. Value: FALSE
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2024-10-30 10:57:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 638
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672211130ec19-tJ01kP.tmp
[2024-10-30 10:57:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/media-hints.min.js?simply_static_page=361
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/media-hints.min.js?simply_static_page=361
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:103] Filesize: 6217 bytes
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/media-hints.min.js
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672211130ec19-tJ01kP.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/media-hints.min.js
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:23] [class-ss-page.php:119] Checking Content Identical:bf99e683dc98b81c29d42c4f2b4bf9cc7fb208bd===. Value: FALSE
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2024-10-30 10:57:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 638
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/672211131ae46-xRG2o4.tmp
[2024-10-30 10:57:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/js/nested-accordion.js?simply_static_page=362
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/nested-accordion.js?simply_static_page=362
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:103] Filesize: 26959 bytes
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/javascript
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-accordion.js
[2024-10-30 10:57:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/672211131ae46-xRG2o4.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/js/nested-accordion.js
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:23] [class-ss-page.php:119] Checking Content Identical:64cc226669bbe55ab350e82b884165ff7217abc8===. Value: FALSE
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/js/nested-accordion.min.js
[2024-10-30 10:57:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 638
[2024-10-30 10:57:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
